District,Year,Respiratory_Cases,Emergency_Visits,Hospital_Admissions,Avg_Treatment_Cost_NPR
Chitwan,2024,931,14,62,27268
Chitwan,2025,508,30,20,7695
Chitwan,2024,929,199,74,13848
Chitwan,2023,657,131,9,23572
Chitwan,2019,854,156,65,36113
Chitwan,2022,899,137,7,40902
Chitwan,2025,901,92,78,17506
Chitwan,2026,634,191,47,22088
Chitwan,2023,821,14,9,11010
Chitwan,2025,153,48,12,37615
Chitwan,2022,799,137,13,12968
Chitwan,2024,506,31,8,38099
Chitwan,2025,183,48,49,13678
Chitwan,2025,848,185,46,47332
Chitwan,2019,97,69,68,29430
Chitwan,2019,102,129,39,48195
Chitwan,2025,107,162,28,48698
Chitwan,2025,345,157,41,32702
Chitwan,2019,920,128,94,11325
Chitwan,2025,471,192,32,21176
Chitwan,2020,534,22,92,42615
Chitwan,2022,395,52,59,29318
Chitwan,2023,201,152,76,20677
Chitwan,2019,297,23,33,7579
Chitwan,2026,789,137,22,42722
Chitwan,2019,678,30,88,38213
Chitwan,2021,879,112,97,24377
Chitwan,2019,257,94,92,29456
Chitwan,2023,110,70,11,28354
Chitwan,2019,864,46,78,11960
Chitwan,2025,466,103,80,22402
Chitwan,2021,356,135,38,33065
Chitwan,2025,569,197,33,42087
Chitwan,2020,785,48,89,19667
Chitwan,2023,87,94,55,43422
Chitwan,2023,680,184,74,7589
Chitwan,2026,344,103,42,30070
Chitwan,2022,338,122,16,43903
Chitwan,2024,155,73,24,16073
Chitwan,2023,287,38,28,36738
Chitwan,2026,529,58,17,31235
Chitwan,2019,809,103,28,42797
Chitwan,2024,887,75,75,41109
Chitwan,2024,112,60,50,28040
Chitwan,2019,385,122,20,10341
Chitwan,2020,243,156,93,39376
Chitwan,2024,212,111,30,44362
Chitwan,2026,199,14,58,7642
Chitwan,2024,776,194,64,32484
Chitwan,2024,817,11,96,44009
Chitwan,2025,511,111,66,37938
Chitwan,2021,644,109,59,47989
Chitwan,2019,940,127,29,5429
Chitwan,2023,518,60,62,7268
Chitwan,2024,793,171,90,28549
Chitwan,2024,298,151,94,34502
Chitwan,2026,816,137,83,38554
Chitwan,2024,466,53,38,15776
Chitwan,2026,503,136,11,12126
Chitwan,2019,626,73,23,15136
Chitwan,2026,540,102,98,19905
Chitwan,2019,499,183,10,30092
Chitwan,2024,661,93,70,47996
Chitwan,2025,225,25,98,12426
Chitwan,2026,834,67,19,38474
Chitwan,2026,568,35,78,34286
Chitwan,2021,165,141,7,22181
Chitwan,2022,491,155,64,47673
Chitwan,2024,655,161,25,13485
Chitwan,2020,494,63,36,35221
Chitwan,2025,298,140,92,22125
Chitwan,2026,697,82,25,11689
Chitwan,2019,50,34,92,11266
Chitwan,2025,815,11,8,17799
Chitwan,2022,697,15,5,41128
Chitwan,2024,910,134,5,10846
Chitwan,2023,209,169,86,35849
Chitwan,2022,801,196,26,22517
Chitwan,2021,691,102,11,34759
Chitwan,2020,930,136,6,40646
Chitwan,2023,453,79,66,36864
Chitwan,2026,593,75,27,28890
Chitwan,2021,574,60,23,25413
Chitwan,2024,85,121,66,45933
Chitwan,2023,600,89,5,43354
Chitwan,2022,327,193,52,15485
Chitwan,2024,895,126,13,13973
Chitwan,2026,813,187,88,12381
Chitwan,2023,74,185,95,20604
Chitwan,2025,375,131,12,39629
Chitwan,2023,246,174,76,15390
Chitwan,2020,839,169,20,43865
Chitwan,2019,199,107,77,18657
Chitwan,2023,446,41,80,23060
Chitwan,2026,491,150,74,30968
Chitwan,2020,182,110,28,21093
Chitwan,2020,206,11,24,42969
Chitwan,2020,324,98,25,45971
Chitwan,2026,441,84,73,7181
Chitwan,2024,471,104,41,15869
Chitwan,2022,305,112,43,26549
Chitwan,2021,685,122,71,36872
Chitwan,2022,146,199,43,38711
Chitwan,2022,929,93,78,27433
Chitwan,2026,219,145,81,40142
Chitwan,2019,113,121,85,13186
Chitwan,2024,67,184,87,39744
Chitwan,2025,457,49,39,31986
Chitwan,2021,631,191,88,39847
Chitwan,2024,437,138,18,15834
Chitwan,2024,326,194,5,27932
Chitwan,2024,374,86,51,27937
Chitwan,2025,180,192,46,46505
Chitwan,2021,539,92,64,18365
Chitwan,2022,557,199,69,22874
Chitwan,2021,479,60,24,29603
Chitwan,2020,511,132,8,9519
Chitwan,2021,590,106,56,44813
Chitwan,2020,828,192,18,6659
Chitwan,2020,98,158,83,9141
Chitwan,2022,130,46,90,30080
Chitwan,2026,784,182,68,29123
Chitwan,2022,123,40,64,46458
Chitwan,2024,266,31,21,41113
Chitwan,2026,535,111,61,28878
Chitwan,2022,893,154,99,32956
Chitwan,2022,62,41,54,45801
Chitwan,2024,860,113,83,19790
Chitwan,2026,213,96,36,24229
Chitwan,2024,351,158,94,6067
Chitwan,2019,823,193,67,16858
Chitwan,2020,347,62,75,29912
Chitwan,2024,445,28,75,30880
Chitwan,2020,870,182,11,46374
Chitwan,2026,953,108,11,43670
Chitwan,2025,583,102,20,33429
Chitwan,2023,644,51,30,48216
Chitwan,2019,857,148,15,27855
Chitwan,2021,279,198,9,35762
Chitwan,2020,254,79,29,10674
Chitwan,2022,739,117,52,29046
Chitwan,2024,699,198,17,48794
Chitwan,2021,709,163,86,9844
Chitwan,2020,442,87,45,36854
Chitwan,2019,247,178,90,31050
Chitwan,2022,582,55,76,36173
Chitwan,2021,54,159,24,23207
Chitwan,2021,269,21,95,9068
Chitwan,2020,697,85,26,16478
Chitwan,2022,318,149,92,26072
Chitwan,2019,501,49,35,21253
Chitwan,2024,561,129,28,37804
Chitwan,2020,548,91,38,31682
Chitwan,2024,296,23,36,15616
Chitwan,2023,196,187,94,36972
Chitwan,2024,907,159,66,25949
Chitwan,2026,64,18,79,24554
Chitwan,2024,616,161,12,30773
Chitwan,2024,924,155,67,20132
Chitwan,2021,567,91,69,40889
Chitwan,2020,918,44,31,45569
Chitwan,2024,353,60,64,26697
Chitwan,2025,798,141,64,14199
Chitwan,2019,389,71,54,5826
Chitwan,2023,573,46,60,22475
Chitwan,2023,232,106,97,11287
Chitwan,2025,467,132,89,33284
Chitwan,2023,844,93,97,37594
Chitwan,2025,512,77,24,7685
Chitwan,2019,677,117,61,49511
Chitwan,2025,691,144,51,22929
Chitwan,2022,701,193,12,39253
Chitwan,2023,683,43,26,21220
Chitwan,2020,491,149,28,19105
Chitwan,2020,137,39,12,37921
Chitwan,2019,683,149,12,27633
Chitwan,2022,382,126,43,44552
Chitwan,2024,337,57,58,23411
Chitwan,2023,755,83,32,35707
Chitwan,2025,871,37,12,32420
Chitwan,2024,250,40,22,19945
Chitwan,2022,755,19,82,23520
Chitwan,2026,580,11,76,35410
Chitwan,2026,233,61,87,24300
Chitwan,2021,527,80,33,12565
Chitwan,2020,846,109,47,41150
Chitwan,2021,540,26,33,15017
Chitwan,2025,904,155,41,33646
Chitwan,2022,239,105,27,40303
Chitwan,2024,335,115,18,13344
Chitwan,2024,950,40,11,13119
Chitwan,2021,723,10,68,7433
Chitwan,2019,373,112,36,14714
Chitwan,2025,201,29,96,17590
Chitwan,2021,678,27,33,41001
Chitwan,2025,388,10,21,15363
Chitwan,2025,120,85,98,38155
Chitwan,2020,255,137,80,35870
Chitwan,2022,410,165,14,20969
Chitwan,2026,281,16,67,15946
Chitwan,2024,598,148,83,41136
Chitwan,2021,926,62,21,18256
Chitwan,2021,327,111,22,32582
Chitwan,2021,422,188,67,49697
Chitwan,2019,785,56,25,15342
Chitwan,2024,733,64,95,41732
Chitwan,2021,841,176,81,26128
Chitwan,2020,945,76,10,33856
Chitwan,2021,84,87,76,48309
Chitwan,2026,525,25,42,46137
Chitwan,2025,591,19,56,40953
Chitwan,2021,785,49,32,29786
Chitwan,2022,722,16,27,46561
Chitwan,2022,827,140,36,22822
Chitwan,2025,669,38,84,10112
Chitwan,2022,547,13,27,28661
Chitwan,2024,352,130,88,36327
Chitwan,2020,470,69,20,36609
Chitwan,2026,939,154,47,38290
Chitwan,2025,557,21,53,38019
Chitwan,2019,446,86,42,10066
Chitwan,2024,384,96,55,41439
Chitwan,2021,426,38,81,48818
Chitwan,2023,845,110,76,46182
Chitwan,2025,389,31,23,19425
Chitwan,2025,117,144,77,8681
Chitwan,2019,316,144,43,32438
Chitwan,2026,773,70,74,26759
Chitwan,2026,805,111,37,41188
Chitwan,2026,347,130,12,36278
Chitwan,2026,557,132,99,32597
Chitwan,2026,828,104,10,8661
Chitwan,2021,835,11,89,43246
Chitwan,2021,107,57,19,32504
Chitwan,2021,324,127,36,35630
Chitwan,2025,153,103,44,10153
Chitwan,2023,632,152,41,9928
Chitwan,2026,584,60,13,39305
Chitwan,2025,474,186,59,23871
Chitwan,2025,959,49,31,40180
Chitwan,2020,720,161,21,18187
Chitwan,2022,311,18,49,10013
Chitwan,2025,323,48,9,31498
Chitwan,2021,582,159,89,32403
Chitwan,2020,535,130,82,47834
Chitwan,2025,953,61,92,45648
Chitwan,2024,555,56,21,48775
Chitwan,2021,584,149,44,14317
Chitwan,2020,159,37,23,21175
Chitwan,2022,515,157,13,20246
Chitwan,2020,813,197,69,44028
Chitwan,2020,591,26,47,21065
Chitwan,2020,729,133,73,29045
Chitwan,2026,844,31,78,40366
Chitwan,2020,112,195,9,12956
Chitwan,2025,535,142,35,14591
Chitwan,2022,907,182,25,44665
Chitwan,2026,648,131,80,10672
Chitwan,2019,98,169,28,38465
Chitwan,2021,877,81,31,23221
Chitwan,2023,697,58,95,18041
Chitwan,2020,103,117,47,46144
Chitwan,2026,812,50,44,31595
Chitwan,2024,689,172,19,38282
Chitwan,2024,898,96,69,38133
Chitwan,2026,257,98,71,10054
Chitwan,2021,112,194,26,11613
Chitwan,2025,132,185,19,13800
Chitwan,2026,926,60,48,18639
Banke,2023,999,133,16,12244
Banke,2020,998,70,89,12627
Banke,2019,997,43,65,35724
Banke,2026,997,58,44,10984
Banke,2020,996,109,29,8750
Banke,2025,996,91,55,27930
Banke,2025,995,34,19,18598
Banke,2026,995,128,62,41931
Banke,2022,995,40,12,27274
Banke,2025,994,153,5,33493
Banke,2021,994,99,64,5191
Banke,2022,994,123,72,40449
Banke,2025,993,181,8,19612
Banke,2026,993,133,48,46832
Banke,2020,993,10,93,12193
Banke,2026,992,53,13,19613
Banke,2022,991,62,56,32643
Banke,2022,991,148,94,30686
Banke,2025,990,148,48,27314
Banke,2020,989,156,97,22056
Banke,2019,989,33,23,27399
Banke,2019,989,155,66,20919
Banke,2025,987,126,74,28676
Banke,2024,987,161,84,27805
Banke,2023,987,176,77,30529
Banke,2022,985,163,40,32059
Banke,2025,984,186,46,11091
Banke,2022,984,159,24,18399
Banke,2023,984,42,39,20772
Banke,2026,983,135,29,48165
Banke,2024,983,128,43,42974
Banke,2019,982,59,16,12769
Banke,2020,981,194,44,49520
Banke,2025,981,50,33,44490
Banke,2020,981,91,8,26418
Banke,2020,980,37,53,39938
Banke,2020,980,160,65,46279
Banke,2025,979,165,25,20991
Banke,2020,978,182,98,29948
Banke,2020,978,83,22,15786
Banke,2023,977,55,54,21959
Banke,2024,977,52,76,18921
Banke,2024,977,18,42,11929
Banke,2025,976,154,19,9787
Banke,2025,975,199,93,34452
Banke,2020,975,149,87,20760
Banke,2024,974,161,73,33995
Banke,2025,974,28,31,48036
Banke,2026,973,34,24,37986
Banke,2019,973,18,44,38812
Banke,2020,973,125,94,48757
Banke,2023,971,33,39,8032
Banke,2025,971,68,18,7730
Banke,2023,971,102,40,27486
Banke,2026,970,179,79,20304
Banke,2019,970,168,59,21944
Banke,2021,970,100,84,44607
Banke,2023,970,108,78,40693
Banke,2025,970,166,8,43400
Banke,2019,970,18,99,9594
Banke,2023,970,161,87,12286
Banke,2021,969,13,31,15817
Banke,2026,969,96,7,11410
Banke,2024,968,164,30,14510
Banke,2021,968,89,49,41792
Banke,2023,967,182,97,21624
Banke,2026,967,91,49,23858
Banke,2025,965,60,29,14517
Banke,2021,965,20,82,32096
Banke,2025,965,172,39,46854
Banke,2020,964,94,33,44389
Banke,2022,963,33,13,10717
Banke,2020,963,36,69,46432
Banke,2024,963,44,51,33375
Banke,2023,963,74,87,14464
Banke,2026,963,144,47,34444
Banke,2025,962,91,70,21540
Banke,2023,962,95,21,5811
Banke,2023,962,14,71,7838
Banke,2023,962,116,22,46975
Banke,2021,962,21,35,16893
Banke,2025,959,103,16,8961
Banke,2020,959,141,27,18253
Banke,2025,731,187,50,30910
Banke,2023,468,47,34,16219
Banke,2024,100,177,6,28500
Banke,2020,339,125,45,35230
Banke,2024,571,29,53,44776
Banke,2021,337,199,96,46200
Banke,2023,295,130,12,6942
Banke,2025,868,132,91,26686
Banke,2026,193,147,10,47800
Banke,2023,242,100,31,19913
Banke,2022,71,137,78,16206
Banke,2022,783,142,60,25999
Banke,2019,317,150,96,44088
Banke,2023,684,53,86,32110
Banke,2026,835,84,59,27983
Banke,2026,667,196,15,24385
Banke,2024,240,65,82,23141
Banke,2020,100,50,49,43728
Banke,2024,836,107,18,40657
Banke,2022,815,68,58,47920
Banke,2020,608,182,17,13820
Banke,2026,86,91,95,18866
Banke,2020,387,41,45,25990
Banke,2021,615,115,41,49953
Banke,2024,874,32,57,32674
Banke,2019,76,127,14,30095
Banke,2024,144,144,79,30578
Banke,2021,206,123,60,44468
Banke,2026,686,154,68,44022
Banke,2026,696,89,23,8444
Banke,2019,230,120,57,13586
Banke,2022,114,171,82,11935
Banke,2021,925,27,99,37280
Banke,2024,87,103,17,35310
Banke,2026,824,175,82,32435
Banke,2023,532,114,48,36776
Banke,2025,670,97,10,44101
Banke,2023,718,23,29,15069
Banke,2022,895,16,32,12720
Banke,2024,887,147,50,42680
Banke,2026,884,110,81,25148
Banke,2019,68,73,20,8655
Banke,2021,132,69,15,27027
Banke,2022,321,140,13,35541
Banke,2023,238,53,30,31146
Banke,2021,821,75,94,21233
Banke,2026,856,45,52,47607
Banke,2024,441,94,20,10614
Banke,2025,531,173,50,27125
Banke,2026,60,106,46,45033
Banke,2026,412,31,81,9786
Banke,2024,329,45,57,14462
Banke,2023,849,99,5,15813
Banke,2026,424,69,45,23051
Banke,2019,317,10,63,45443
Banke,2026,484,24,47,10151
Banke,2021,301,85,37,6739
Banke,2023,856,93,14,40530
Banke,2021,243,171,43,20145
Banke,2026,365,112,22,22613
Banke,2021,898,126,6,35773
Banke,2019,932,176,22,11657
Banke,2025,199,141,17,20618
Banke,2026,743,50,58,37125
Banke,2023,737,107,64,35536
Banke,2020,625,109,35,48149
Banke,2023,534,20,11,19276
Banke,2022,390,164,80,48442
Banke,2024,269,90,21,37084
Banke,2021,393,47,9,43317
Banke,2021,52,76,26,14454
Banke,2022,318,20,67,33377
Banke,2019,440,91,78,16057
Banke,2025,718,109,29,17268
Banke,2022,292,26,18,37405
Banke,2020,769,11,60,12479
Banke,2024,509,160,95,6114
Banke,2026,211,172,10,30907
Banke,2024,679,44,71,40856
Banke,2020,319,183,44,20877
Banke,2024,522,15,66,18530
Banke,2024,422,77,13,12985
Banke,2019,955,58,37,31331
Banke,2023,113,65,46,37826
Banke,2026,486,89,79,31680
Banke,2022,479,71,27,6108
Banke,2026,924,191,98,28727
Banke,2026,499,141,74,16062
Banke,2019,725,117,61,7583
Banke,2019,213,104,42,10961
Banke,2022,633,115,75,19994
Banke,2022,162,185,30,32392
Banke,2025,355,68,16,24668
Banke,2020,721,138,7,15160
Banke,2019,511,139,66,6956
Banke,2025,276,48,53,10496
Banke,2022,225,34,10,5751
Banke,2021,756,108,56,49503
Banke,2023,341,114,46,28598
Banke,2021,921,39,7,17814
Banke,2022,102,79,14,27644
Banke,2023,198,67,20,35966
Banke,2026,69,175,12,41640
Banke,2026,580,109,33,30736
Banke,2021,843,179,89,13769
Banke,2022,873,168,52,42875
Banke,2026,270,63,13,29879
Banke,2021,764,142,98,9641
Banke,2025,448,157,21,44964
Banke,2025,553,54,50,33080
Banke,2022,544,36,85,45118
Banke,2024,551,65,67,26797
Banke,2022,909,50,40,36665
Banke,2023,520,140,43,46423
Banke,2023,875,19,84,13111
Banke,2024,180,42,71,41956
Banke,2026,914,45,75,13226
Banke,2021,157,116,8,15369
Banke,2019,351,129,54,40183
Banke,2021,136,51,46,38014
Banke,2023,850,46,41,13927
Banke,2026,202,113,81,29156
Banke,2024,300,46,41,37308
Banke,2022,598,186,92,48450
Banke,2024,772,65,53,15206
Banke,2023,869,78,56,25398
Banke,2019,151,149,45,38818
Banke,2020,736,65,88,18972
Banke,2023,656,197,54,13055
Banke,2023,850,161,46,42372
Banke,2021,569,144,95,42794
Banke,2020,656,99,66,17633
Banke,2025,281,97,58,44014
Banke,2020,251,39,75,10501
Banke,2020,353,124,83,38697
Banke,2024,203,35,18,45219
Banke,2022,247,96,53,24309
Banke,2021,347,194,69,22505
Banke,2019,539,137,98,43577
Banke,2019,569,166,62,40065
Banke,2020,275,170,20,8795
Banke,2024,737,173,56,49826
Banke,2020,519,106,50,25858
Banke,2024,603,159,29,42667
Banke,2023,647,115,81,27847
Banke,2020,191,63,67,22643
Banke,2022,877,77,72,45024
Banke,2024,362,95,25,28722
Banke,2026,384,65,14,26204
Banke,2023,844,88,28,37588
Banke,2020,686,157,57,5427
Banke,2026,719,146,61,21968
Banke,2021,558,21,7,45743
Banke,2026,691,145,67,9750
Banke,2022,415,106,7,24337
Banke,2020,655,133,95,16765
Banke,2019,667,145,30,9461
Banke,2021,695,194,35,34811
Banke,2021,118,17,35,23022
Banke,2025,218,130,31,39827
Banke,2019,671,161,94,13843
Banke,2022,239,180,82,22139
Banke,2022,91,15,93,25930
Banke,2021,510,98,20,21317
Banke,2019,605,131,42,37434
Banke,2026,834,33,54,24964
Banke,2025,735,87,93,23606
Banke,2019,440,190,29,22159
Banke,2022,166,116,72,21944
Banke,2022,452,114,34,28019
Banke,2019,408,123,94,11574
Banke,2023,109,30,38,15509
Banke,2020,209,195,24,21979
Banke,2024,273,61,46,16840
Banke,2023,767,130,47,31732
Banke,2025,452,46,18,18968
Banke,2026,199,47,76,17875
Banke,2025,61,102,95,41523
Banke,2019,788,143,39,12375
Banke,2019,76,110,28,13071
Banke,2022,629,182,9,38203
Banke,2023,907,30,12,46486
Banke,2026,408,93,40,43835
Banke,2024,369,149,84,18729
Banke,2021,939,172,40,12334
Banke,2021,519,64,68,33332
Banke,2024,104,114,24,34851
Banke,2026,794,181,60,8724
Banke,2020,715,34,62,8028
Banke,2023,333,137,91,12123
Banke,2019,910,104,90,32749
Banke,2026,796,195,37,41550
Banke,2022,547,142,36,9334
Banke,2022,59,14,48,25476
Banke,2025,925,120,70,10067
Banke,2026,327,18,73,23185
Banke,2023,388,154,69,42501
Banke,2024,671,118,12,10511
Banke,2021,271,50,42,31914
Banke,2025,494,135,17,35656
Banke,2025,129,138,70,9207
Banke,2024,196,71,16,17915
Banke,2026,262,67,56,39424
Banke,2019,470,144,35,36379
Banke,2020,219,132,84,18556
Banke,2025,721,143,95,41682
Banke,2025,355,128,64,34760
Banke,2023,808,27,49,7943
Banke,2021,62,22,65,30343
Banke,2022,696,56,73,6418
Banke,2020,868,67,94,14963
Banke,2023,273,115,13,28158
Banke,2024,754,94,5,21817
Banke,2025,944,70,71,14639
Banke,2021,326,121,37,40541
Banke,2023,400,144,62,11880
Banke,2024,555,67,50,28005
Banke,2025,826,197,6,7072
Banke,2019,211,168,57,15520
Banke,2019,657,136,59,36684
Banke,2020,828,60,78,32172
Banke,2022,150,169,84,6317
Banke,2020,482,77,7,14160
Banke,2026,152,136,94,7496
Banke,2023,480,165,71,23459
Banke,2023,282,183,68,31459
Banke,2020,250,109,61,35988
Banke,2023,262,167,90,18559
Banke,2022,286,24,18,17014
Banke,2023,271,142,12,17340
Banke,2024,500,179,89,44707
Banke,2024,893,195,25,23135
Banke,2026,497,66,32,44685
Banke,2020,846,11,75,39236
Banke,2023,356,60,43,28303
Banke,2020,515,115,63,35208
Banke,2023,877,48,43,13544
Banke,2019,729,68,17,40383
Banke,2023,304,29,41,39402
Banke,2022,259,92,44,26696
Banke,2022,122,108,42,36431
Banke,2023,674,145,98,15887
Banke,2021,652,138,26,35214
Banke,2022,363,172,52,31300
Banke,2024,174,62,5,33466
Banke,2024,391,135,5,47178
Banke,2022,719,44,69,27412
Banke,2023,729,153,70,29764
Banke,2025,834,142,30,26586
Banke,2022,851,113,28,47010
Banke,2026,694,159,86,13823
Banke,2022,391,96,68,18073
Banke,2025,379,74,86,14560
Banke,2024,658,15,45,42932
Banke,2026,184,59,93,39050
Banke,2022,80,186,48,22798
Banke,2024,254,166,5,5210
Banke,2023,786,160,54,35307
Banke,2021,531,120,54,21962
Banke,2024,790,57,96,33418
Banke,2023,753,164,87,38125
Banke,2020,256,143,83,22191
Banke,2026,728,103,30,14342
Banke,2022,658,19,82,7527
Banke,2019,622,125,28,16320
Banke,2024,525,41,11,42336
Banke,2019,300,140,94,18957
Banke,2024,752,117,15,48216
Banke,2026,442,67,78,16466
Banke,2020,509,48,96,19999
Banke,2021,496,182,76,6609
Banke,2025,452,182,13,14389
Banke,2023,118,73,32,46260
Banke,2023,604,122,84,9702
Banke,2021,852,172,50,41795
Banke,2022,103,10,42,12389
Banke,2024,570,15,26,7772
Banke,2025,184,174,39,25246
Banke,2023,748,191,54,27801
Banke,2021,367,22,71,9882
Banke,2022,384,180,31,33730
Banke,2026,648,137,85,13289
Banke,2020,298,144,52,31996
Banke,2025,612,140,72,14518
Banke,2024,865,151,9,44970
Banke,2020,195,175,94,21226
Banke,2022,920,59,5,44890
Banke,2025,520,107,42,44274
Banke,2022,57,52,90,46425
Banke,2020,866,180,34,33361
Banke,2021,297,158,31,16852
Banke,2025,164,115,9,49377
Banke,2023,654,65,48,31132
Banke,2025,660,95,37,42302
Banke,2022,612,147,16,21796
Banke,2020,152,132,79,6095
Banke,2024,750,89,30,41578
Banke,2021,249,31,92,14051
Banke,2021,844,32,27,22352
Banke,2022,554,176,20,30218
Banke,2024,688,96,37,38997
Banke,2025,334,125,76,34599
Banke,2020,870,114,53,27984
Banke,2021,50,138,44,41582
Banke,2022,906,82,95,33247
Banke,2019,513,62,87,27876
Banke,2024,848,42,5,40512
Banke,2020,108,132,32,33358
Banke,2021,223,199,82,19864
Banke,2021,901,76,42,44741
Banke,2022,687,36,66,17464
Banke,2025,329,82,31,9886
Banke,2020,119,92,81,18434
Banke,2025,369,195,34,22313
Banke,2019,427,184,90,22387
Banke,2024,786,23,9,7534
Banke,2024,635,85,50,34054
Banke,2020,455,154,28,42126
Banke,2026,239,135,40,9353
Banke,2023,942,85,58,27658
Banke,2020,929,26,76,32506
Banke,2021,150,150,41,48890
Banke,2024,180,98,93,35619
Banke,2021,316,98,60,42876
Banke,2019,675,115,52,21217
Banke,2023,424,177,15,26150
Banke,2023,596,42,70,26241
Banke,2019,879,156,56,5733
Banke,2022,318,68,94,38633
Banke,2021,570,105,27,13830
Banke,2026,276,128,77,45636
Banke,2024,434,91,43,37487
Banke,2019,560,137,49,39863
Banke,2020,910,194,88,45443
Banke,2026,363,44,41,41826
Banke,2024,264,27,73,33488
Banke,2020,65,183,22,19938
Banke,2019,527,120,71,22316
Banke,2020,405,198,21,16427
Banke,2026,549,86,48,35670
Banke,2024,669,157,99,15691
Banke,2026,123,126,72,28443
Banke,2022,337,111,42,30129
Banke,2026,852,73,17,48671
Banke,2022,726,43,22,48277
Banke,2023,481,169,92,26237
Banke,2022,142,176,28,24652
Banke,2026,939,170,47,19820
Banke,2025,778,153,93,42210
Banke,2023,486,48,99,21863
Banke,2025,482,109,6,12789
Banke,2024,331,99,61,8495
Banke,2021,871,27,69,33018
Banke,2019,501,95,98,45457
Banke,2019,407,159,87,33201
Banke,2022,375,103,58,14999
Banke,2019,289,66,58,48201
Banke,2020,372,130,56,15778
Banke,2024,794,33,74,16875
Banke,2025,945,198,50,26454
Banke,2026,952,105,93,15605
Banke,2023,349,109,25,7280
Banke,2020,769,49,90,15004
Banke,2023,294,196,23,40449
Banke,2025,601,137,38,35171
Banke,2023,265,161,82,9673
Banke,2022,187,29,80,47871
Banke,2021,269,105,21,36272
Banke,2019,538,137,30,40411
Banke,2019,285,128,77,17753
Banke,2025,739,74,79,15645
Banke,2022,229,129,61,37131
Banke,2021,212,91,28,32667
Banke,2022,656,114,72,18369
Banke,2021,104,85,58,21913
Banke,2020,233,83,40,43630
Banke,2024,190,36,36,21545
Banke,2024,78,195,66,5715
Banke,2026,518,122,79,9789
Banke,2024,853,82,33,17815
Banke,2022,842,55,74,7137
Banke,2024,260,167,83,37025
Banke,2025,313,79,99,14948
Banke,2025,645,121,18,19270
Banke,2023,304,120,21,34787
Banke,2024,926,150,16,30286
Banke,2019,926,105,17,26021
Banke,2021,275,29,42,36061
Banke,2026,318,25,29,14303
Banke,2025,567,186,73,29540
Banke,2023,201,13,93,9475
Banke,2023,629,120,17,38637
Banke,2023,914,61,76,34996
Banke,2023,749,136,55,14122
Banke,2026,280,163,9,20857
Banke,2025,694,172,73,17778
Banke,2025,811,65,14,42420
Banke,2026,674,50,33,48498
Banke,2025,857,60,99,13685
Banke,2020,613,19,21,11269
Banke,2026,71,61,8,21443
Banke,2022,910,41,90,6695
Banke,2024,519,51,15,11955
Banke,2020,557,124,31,13894
Banke,2019,495,119,79,46820
Banke,2025,751,45,5,20486
Banke,2022,137,98,69,35201
Banke,2026,178,72,75,13693
Banke,2022,657,50,10,35915
Banke,2026,865,37,91,18660
Banke,2026,269,163,20,30915
Banke,2019,588,78,18,16616
Banke,2020,790,185,38,10040
Banke,2019,429,128,88,47998
Banke,2022,484,50,28,42901
Banke,2019,74,133,79,31179
Banke,2025,142,169,66,43226
Banke,2024,192,76,42,24438
Banke,2020,834,59,23,40062
Banke,2019,318,123,42,7685
Banke,2022,908,28,26,6330
Banke,2020,455,54,13,7444
Banke,2026,308,158,53,33142
Banke,2023,644,130,38,14960
Banke,2022,100,107,14,43326
Banke,2024,739,80,96,35237
Banke,2019,236,135,86,32272
Banke,2025,762,173,93,32581
Banke,2020,755,168,71,49036
Banke,2019,886,76,16,5776
Banke,2019,842,166,44,46811
Banke,2019,277,105,26,7231
Banke,2022,250,92,40,27656
Banke,2019,345,18,76,7565
Banke,2026,682,86,52,38225
Banke,2025,719,85,8,31922
Banke,2021,711,187,29,22924
Banke,2020,203,18,94,26995
Banke,2021,942,124,19,24774
Banke,2023,757,172,79,47705
Banke,2022,857,19,21,6612
Banke,2025,237,10,10,9398
Banke,2022,97,171,41,48965
Banke,2022,451,13,50,32652
Banke,2025,793,120,93,38897
Banke,2022,904,20,41,36855
Banke,2021,795,84,46,30063
Banke,2022,706,186,94,27166
Banke,2026,668,57,74,49598
Banke,2023,746,45,84,47357
Banke,2019,100,184,19,35176
Banke,2021,935,122,98,40562
Banke,2020,559,139,69,44127
Banke,2023,414,112,52,5460
Banke,2023,535,79,58,44126
Banke,2026,810,112,79,7847
Banke,2022,554,54,23,45496
Banke,2026,272,110,54,5773
Banke,2023,221,183,51,9030
Banke,2020,360,187,31,16365
Banke,2024,198,117,96,14699
Banke,2024,917,58,52,22262
Banke,2020,761,168,50,24527
Banke,2019,109,76,68,49177
Banke,2024,693,148,70,36999
Banke,2020,620,134,56,35203
Banke,2019,769,199,81,6374
Banke,2025,780,133,62,22516
Banke,2019,209,163,61,45749
Banke,2020,272,89,20,33478
Banke,2026,875,99,28,49491
Banke,2023,387,65,51,37595
Banke,2019,909,180,29,15747
Banke,2022,643,124,82,45118
Banke,2024,262,36,92,6488
Banke,2021,715,107,43,7804
Banke,2023,497,55,65,20410
Banke,2026,948,24,63,14431
Banke,2024,836,33,46,46301
Banke,2021,467,50,40,29687
Banke,2022,495,162,96,15309
Banke,2023,838,72,28,18240
Banke,2019,498,194,25,16202
Banke,2023,642,110,16,9423
Banke,2024,211,118,93,39525
Banke,2025,747,155,46,45684
