Event_ID,Province,Year,Month,Event_Type,Intensity,CO2_Equivalent_Mt
EV_009822,Madhesh,2022,November,Construction,5,1.32
EV_092750,Madhesh,2025,October,Factory Emission,5,2.67
EV_011453,Madhesh,2023,May,Dust Storm,5,2.16
EV_048343,Madhesh,2020,April,Factory Emission,5,4.83
EV_087561,Madhesh,2026,March,Construction,5,0.68
EV_090381,Madhesh,2021,January,Dust Storm,5,1.95
EV_029130,Madhesh,2019,May,Crop Burning,5,4.91
EV_053466,Madhesh,2023,May,Construction,5,4.81
EV_045249,Madhesh,2020,May,Dust Storm,5,3.08
EV_003765,Madhesh,2022,February,Dust Storm,5,1.03
EV_083142,Madhesh,2021,November,Crop Burning,5,0.93
EV_027648,Madhesh,2023,March,Crop Burning,5,0.35
EV_053708,Madhesh,2026,April,Dust Storm,5,4.85
EV_041161,Madhesh,2019,May,Crop Burning,5,4.58
EV_054074,Madhesh,2019,March,Construction,5,0.39
EV_020979,Madhesh,2020,August,Factory Emission,5,2.67
EV_005041,Madhesh,2022,July,Forest Fire,5,2.46
EV_029079,Madhesh,2025,April,Crop Burning,5,1.44
EV_099288,Madhesh,2022,June,Construction,5,0.32
EV_043456,Madhesh,2019,June,Dust Storm,5,3.32
EV_002340,Madhesh,2020,July,Forest Fire,5,3.32
EV_080061,Madhesh,2025,March,Factory Emission,5,2.54
EV_063260,Madhesh,2023,August,Forest Fire,5,1.75
EV_063400,Madhesh,2022,January,Factory Emission,5,1.34
EV_052505,Madhesh,2021,April,Construction,5,1.11
EV_014116,Madhesh,2022,July,Forest Fire,5,1.14
EV_030411,Madhesh,2022,May,Construction,5,3.54
EV_088334,Madhesh,2019,October,Dust Storm,5,3.78
EV_077440,Madhesh,2019,December,Dust Storm,5,3.41
EV_073891,Madhesh,2024,May,Forest Fire,5,3.38
EV_088092,Madhesh,2020,February,Forest Fire,5,4.76
EV_008350,Madhesh,2020,September,Factory Emission,5,3.97
EV_059550,Madhesh,2023,November,Crop Burning,5,0.46
EV_023403,Madhesh,2020,July,Crop Burning,5,2.28
EV_099690,Madhesh,2025,September,Factory Emission,5,2.51
EV_055693,Madhesh,2021,February,Construction,5,2.88
EV_029145,Madhesh,2021,March,Construction,5,4.07
EV_022539,Madhesh,2024,August,Dust Storm,5,4.21
EV_065972,Madhesh,2022,February,Construction,5,2.25
EV_096431,Madhesh,2022,August,Factory Emission,5,1.07
EV_099071,Madhesh,2021,February,Crop Burning,5,3.83
EV_098583,Madhesh,2019,January,Construction,5,1.24
EV_033966,Madhesh,2026,June,Forest Fire,5,3.55
EV_016452,Madhesh,2020,September,Factory Emission,5,3.54
EV_057068,Madhesh,2024,April,Crop Burning,5,3.29
EV_082042,Madhesh,2023,February,Construction,5,1.33
EV_019175,Madhesh,2022,February,Dust Storm,5,1.01
EV_070073,Madhesh,2024,November,Construction,5,2.04
EV_094615,Madhesh,2026,October,Factory Emission,5,0.82
EV_031597,Madhesh,2019,May,Factory Emission,5,3.92
EV_023405,Madhesh,2024,May,Forest Fire,5,3.25
EV_065233,Madhesh,2026,May,Crop Burning,5,1.96
EV_011528,Madhesh,2025,April,Construction,5,0.51
EV_062218,Madhesh,2026,July,Forest Fire,5,4.39
EV_088703,Madhesh,2022,November,Dust Storm,5,3.28
EV_007225,Madhesh,2023,April,Crop Burning,5,0.35
EV_009412,Madhesh,2019,December,Construction,5,4.62
EV_074982,Madhesh,2021,March,Forest Fire,5,3.98
EV_012959,Madhesh,2024,November,Factory Emission,5,1.02
EV_006527,Madhesh,2020,January,Crop Burning,5,3.82
EV_091300,Madhesh,2026,July,Dust Storm,5,0.6
EV_037884,Madhesh,2026,January,Crop Burning,5,2.02
EV_043335,Madhesh,2023,July,Factory Emission,5,2.72
EV_083900,Madhesh,2021,August,Forest Fire,5,2.6
EV_070043,Madhesh,2024,April,Construction,5,2.09
EV_041067,Madhesh,2020,January,Dust Storm,5,4.98
EV_027608,Madhesh,2025,October,Crop Burning,5,3.48
EV_026709,Madhesh,2019,April,Forest Fire,5,4.71
EV_075725,Madhesh,2020,October,Forest Fire,5,3.41
EV_062882,Madhesh,2024,November,Dust Storm,5,3.59
EV_039806,Madhesh,2026,December,Construction,5,4.28
EV_014898,Madhesh,2023,September,Forest Fire,5,2.52
EV_060433,Madhesh,2025,March,Crop Burning,5,1.16
EV_017344,Madhesh,2023,May,Factory Emission,5,3.14
EV_089442,Madhesh,2021,April,Dust Storm,5,1.02
EV_042787,Madhesh,2021,July,Forest Fire,5,0.79
EV_098151,Madhesh,2024,December,Forest Fire,5,1.52
EV_038852,Madhesh,2024,May,Dust Storm,5,1.09
EV_005151,Madhesh,2022,November,Factory Emission,5,0.82
EV_003211,Madhesh,2020,October,Factory Emission,5,2.71
EV_056225,Madhesh,2026,November,Factory Emission,5,1.08
EV_022000,Madhesh,2026,December,Construction,5,4.98
EV_008423,Madhesh,2022,May,Forest Fire,5,4.99
EV_077350,Madhesh,2025,May,Construction,5,2.27
EV_017911,Madhesh,2022,September,Crop Burning,5,1.45
EV_061966,Madhesh,2020,February,Dust Storm,5,2.31
EV_004572,Madhesh,2021,March,Dust Storm,5,1.81
EV_051504,Madhesh,2023,July,Factory Emission,5,4.1
EV_046320,Madhesh,2021,August,Crop Burning,5,2.48
EV_007273,Madhesh,2023,February,Crop Burning,5,0.84
EV_047112,Madhesh,2019,April,Forest Fire,5,1.11
EV_015344,Madhesh,2021,April,Crop Burning,5,0.38
EV_003088,Madhesh,2020,June,Crop Burning,5,1.87
EV_063392,Madhesh,2020,October,Construction,5,1.85
EV_059037,Madhesh,2020,October,Factory Emission,5,2.75
EV_011958,Madhesh,2022,June,Dust Storm,5,2.17
EV_011979,Madhesh,2021,November,Dust Storm,5,3.27
EV_033285,Madhesh,2019,December,Crop Burning,5,1.91
EV_085508,Madhesh,2024,October,Dust Storm,5,2.74
EV_012826,Madhesh,2024,December,Dust Storm,5,4.07
EV_021340,Madhesh,2025,April,Dust Storm,5,3.09
EV_060020,Madhesh,2024,June,Crop Burning,5,2.7
EV_076713,Madhesh,2020,April,Forest Fire,5,4.74
EV_006447,Madhesh,2026,December,Factory Emission,5,3.29
EV_077119,Madhesh,2024,September,Construction,5,1.52
EV_068319,Madhesh,2026,January,Factory Emission,5,3.89
EV_090245,Madhesh,2019,November,Dust Storm,5,3.78
EV_085913,Madhesh,2020,July,Construction,5,4.95
EV_056109,Madhesh,2026,March,Construction,5,4.2
EV_011004,Madhesh,2021,March,Forest Fire,5,0.11
EV_001165,Madhesh,2026,December,Factory Emission,5,0.15
EV_010856,Madhesh,2025,August,Crop Burning,5,4.04
EV_035256,Madhesh,2026,September,Crop Burning,5,4.09
EV_085011,Madhesh,2026,August,Forest Fire,5,1.42
EV_067145,Madhesh,2026,October,Crop Burning,5,2.06
EV_090664,Madhesh,2024,March,Forest Fire,5,1.18
EV_086674,Madhesh,2024,July,Construction,5,3.13
EV_048962,Madhesh,2022,April,Factory Emission,5,0.9
EV_006340,Madhesh,2023,May,Dust Storm,5,1.85
EV_075837,Madhesh,2023,June,Construction,5,1.21
EV_076462,Madhesh,2023,December,Crop Burning,5,3.49
EV_093675,Madhesh,2023,November,Construction,5,2.55
EV_051731,Madhesh,2026,May,Construction,5,4.76
EV_071797,Madhesh,2023,December,Crop Burning,5,2.68
EV_031374,Madhesh,2026,March,Dust Storm,5,1.45
EV_033199,Madhesh,2026,June,Construction,5,2.16
EV_029003,Madhesh,2022,April,Construction,5,3.57
EV_096336,Madhesh,2025,January,Factory Emission,5,4.7
EV_078808,Madhesh,2019,April,Construction,5,4.27
EV_012296,Madhesh,2020,September,Factory Emission,5,0.71
EV_075645,Madhesh,2019,June,Crop Burning,5,0.82
EV_067600,Madhesh,2019,June,Dust Storm,5,4.26
EV_057505,Madhesh,2025,February,Factory Emission,5,3.32
EV_001137,Madhesh,2020,April,Crop Burning,5,0.24
EV_011065,Madhesh,2024,December,Crop Burning,5,1.14
EV_064898,Madhesh,2024,May,Crop Burning,5,2.64
EV_052581,Madhesh,2024,March,Factory Emission,5,0.66
EV_074549,Madhesh,2024,December,Construction,5,2.97
EV_018629,Madhesh,2019,February,Construction,5,4.92
EV_024531,Madhesh,2023,March,Factory Emission,5,3.32
EV_028130,Madhesh,2026,December,Dust Storm,5,4.87
EV_099437,Madhesh,2025,December,Forest Fire,5,2.55
EV_038419,Madhesh,2025,August,Forest Fire,5,1.94
EV_004056,Madhesh,2019,September,Factory Emission,5,0.68
EV_099232,Madhesh,2024,January,Dust Storm,5,2.12
EV_007510,Madhesh,2022,November,Construction,5,3.41
EV_002500,Madhesh,2026,April,Dust Storm,5,4.55
EV_008528,Madhesh,2022,June,Crop Burning,5,2.36
EV_074815,Madhesh,2023,July,Crop Burning,5,0.9
EV_011236,Madhesh,2023,July,Crop Burning,5,4.0
EV_095090,Madhesh,2021,April,Dust Storm,5,0.44
EV_099280,Madhesh,2023,February,Factory Emission,5,1.72
EV_056611,Madhesh,2023,August,Construction,5,3.41
EV_007008,Madhesh,2021,January,Forest Fire,5,1.55
EV_056397,Madhesh,2020,January,Construction,5,1.03
EV_037651,Madhesh,2026,May,Factory Emission,5,3.7
EV_051126,Madhesh,2022,May,Factory Emission,5,2.68
EV_084346,Madhesh,2026,June,Forest Fire,5,2.59
EV_072735,Madhesh,2025,July,Dust Storm,5,0.75
EV_023118,Madhesh,2022,December,Factory Emission,5,2.58
EV_097675,Madhesh,2025,December,Factory Emission,5,1.3
EV_076266,Madhesh,2026,September,Forest Fire,5,0.25
EV_092139,Madhesh,2026,May,Factory Emission,5,3.11
EV_071787,Madhesh,2019,December,Forest Fire,5,3.85
EV_018551,Madhesh,2025,April,Factory Emission,5,0.82
EV_040187,Madhesh,2026,April,Forest Fire,5,2.61
EV_024757,Madhesh,2019,November,Crop Burning,5,3.82
EV_069282,Madhesh,2022,February,Dust Storm,5,1.76
EV_057748,Madhesh,2025,February,Crop Burning,5,4.77
EV_015591,Madhesh,2025,November,Dust Storm,5,1.44
EV_029903,Madhesh,2022,July,Crop Burning,5,0.23
EV_012081,Madhesh,2023,February,Dust Storm,5,3.0
EV_035278,Madhesh,2020,June,Crop Burning,5,0.24
EV_080366,Madhesh,2025,March,Dust Storm,5,0.15
EV_021087,Madhesh,2021,December,Crop Burning,5,3.9
EV_007172,Madhesh,2024,November,Factory Emission,5,2.37
EV_042302,Madhesh,2020,January,Crop Burning,5,0.42
EV_017245,Madhesh,2021,September,Dust Storm,5,1.71
EV_058169,Madhesh,2023,May,Factory Emission,5,1.68
EV_059010,Madhesh,2022,August,Factory Emission,5,4.54
EV_014018,Madhesh,2025,November,Construction,5,0.8
EV_023428,Madhesh,2023,February,Construction,5,1.82
EV_028714,Madhesh,2022,June,Crop Burning,5,1.02
EV_053477,Madhesh,2020,May,Forest Fire,5,0.97
EV_074475,Madhesh,2026,June,Forest Fire,5,1.45
EV_089804,Madhesh,2022,May,Crop Burning,5,0.35
EV_045455,Madhesh,2025,April,Construction,5,2.37
EV_032145,Madhesh,2026,September,Crop Burning,5,1.54
EV_042266,Madhesh,2020,July,Factory Emission,5,0.63
EV_018527,Madhesh,2025,April,Crop Burning,5,4.89
EV_050346,Madhesh,2024,May,Factory Emission,5,1.5
EV_011368,Madhesh,2025,April,Forest Fire,5,0.41
EV_015835,Madhesh,2022,August,Construction,5,0.84
EV_045987,Madhesh,2026,September,Crop Burning,5,1.32
EV_049005,Madhesh,2025,July,Construction,5,4.6
EV_092079,Madhesh,2022,June,Construction,5,3.59
EV_081656,Madhesh,2023,July,Factory Emission,5,3.36
EV_009877,Madhesh,2026,May,Construction,5,4.48
EV_026142,Madhesh,2026,September,Construction,5,0.38
EV_038572,Madhesh,2019,September,Forest Fire,5,4.13
EV_076542,Madhesh,2026,December,Construction,5,1.6
EV_002957,Madhesh,2021,February,Forest Fire,5,2.27
EV_016275,Madhesh,2026,July,Factory Emission,5,4.16
EV_049072,Madhesh,2025,September,Dust Storm,5,2.73
EV_088770,Madhesh,2020,May,Dust Storm,5,3.2
EV_094172,Madhesh,2023,September,Crop Burning,5,2.97
EV_017860,Madhesh,2019,June,Construction,5,4.9
EV_048820,Madhesh,2023,May,Factory Emission,5,2.52
EV_085301,Madhesh,2022,November,Dust Storm,5,4.87
EV_059534,Madhesh,2026,August,Factory Emission,5,4.52
EV_031984,Madhesh,2026,January,Construction,5,1.31
EV_021023,Madhesh,2025,June,Factory Emission,5,3.68
EV_079037,Madhesh,2021,August,Crop Burning,5,3.02
EV_025184,Madhesh,2022,October,Forest Fire,5,1.91
EV_017065,Madhesh,2022,November,Factory Emission,5,4.08
EV_025650,Madhesh,2026,January,Crop Burning,5,3.98
EV_092774,Madhesh,2023,September,Forest Fire,5,4.92
EV_048803,Madhesh,2024,May,Forest Fire,5,4.26
EV_023819,Madhesh,2024,June,Dust Storm,5,4.76
EV_085812,Madhesh,2025,October,Forest Fire,5,4.14
EV_024551,Madhesh,2019,May,Construction,5,0.89
EV_097314,Madhesh,2021,April,Dust Storm,5,0.85
EV_093133,Madhesh,2020,February,Crop Burning,5,4.24
EV_055600,Madhesh,2023,December,Construction,5,0.52
EV_007409,Madhesh,2026,November,Factory Emission,5,2.55
EV_043469,Madhesh,2020,October,Crop Burning,5,2.22
EV_037747,Madhesh,2025,November,Dust Storm,5,4.16
EV_071194,Madhesh,2021,June,Crop Burning,5,3.15
EV_093272,Madhesh,2025,November,Construction,5,0.28
EV_076447,Madhesh,2019,June,Dust Storm,5,0.75
EV_045175,Madhesh,2022,June,Forest Fire,5,4.98
EV_067538,Madhesh,2021,August,Crop Burning,5,0.85
EV_079422,Madhesh,2026,February,Crop Burning,5,3.62
EV_084428,Madhesh,2022,February,Construction,5,1.52
EV_070762,Madhesh,2026,June,Factory Emission,5,4.43
EV_014964,Madhesh,2026,December,Crop Burning,5,3.27
EV_001980,Madhesh,2019,December,Construction,5,3.41
EV_026554,Madhesh,2021,June,Construction,5,1.43
EV_056378,Madhesh,2025,July,Forest Fire,5,2.09
EV_002218,Madhesh,2025,February,Crop Burning,5,4.24
EV_040026,Madhesh,2024,February,Dust Storm,5,4.08
EV_075662,Madhesh,2021,June,Construction,5,2.5
EV_013715,Madhesh,2025,July,Factory Emission,5,0.88
EV_056391,Madhesh,2025,February,Dust Storm,5,0.58
EV_072624,Madhesh,2022,August,Factory Emission,5,2.81
EV_067394,Madhesh,2021,April,Forest Fire,5,0.39
EV_075357,Madhesh,2019,June,Crop Burning,5,0.74
EV_075174,Madhesh,2025,April,Construction,5,2.59
EV_012258,Madhesh,2025,January,Crop Burning,5,4.19
EV_016198,Madhesh,2019,October,Crop Burning,5,1.05
EV_048003,Madhesh,2019,July,Factory Emission,5,4.87
EV_024802,Madhesh,2021,March,Dust Storm,5,3.14
EV_038132,Madhesh,2021,February,Dust Storm,5,3.44
EV_063448,Madhesh,2023,August,Crop Burning,5,0.21
EV_065064,Madhesh,2024,June,Forest Fire,5,0.39
EV_060014,Madhesh,2023,July,Construction,5,1.48
EV_066460,Madhesh,2022,June,Crop Burning,5,0.15
EV_075744,Madhesh,2023,April,Factory Emission,5,2.54
EV_060901,Madhesh,2023,December,Dust Storm,5,1.96
EV_091097,Madhesh,2021,October,Forest Fire,5,0.62
EV_073828,Madhesh,2019,October,Forest Fire,5,2.49
EV_013687,Madhesh,2022,November,Forest Fire,5,0.92
EV_019515,Madhesh,2024,February,Forest Fire,5,1.69
EV_028938,Madhesh,2024,July,Construction,5,1.06
EV_095663,Madhesh,2025,December,Construction,5,4.35
EV_055300,Madhesh,2026,May,Crop Burning,5,3.25
EV_021599,Madhesh,2021,January,Construction,5,1.16
EV_089813,Madhesh,2022,February,Forest Fire,5,0.11
EV_050496,Madhesh,2022,July,Crop Burning,5,0.32
EV_026706,Madhesh,2020,June,Forest Fire,5,3.2
EV_002779,Madhesh,2021,December,Construction,5,3.48
EV_076868,Madhesh,2025,January,Construction,5,1.33
EV_015087,Madhesh,2023,January,Forest Fire,5,0.83
EV_021442,Madhesh,2026,June,Construction,5,4.8
EV_017654,Madhesh,2021,April,Factory Emission,5,0.85
EV_005955,Madhesh,2021,July,Forest Fire,5,4.95
EV_011509,Madhesh,2024,December,Forest Fire,5,4.6
EV_018734,Madhesh,2023,May,Forest Fire,5,1.84
EV_064614,Madhesh,2020,May,Factory Emission,5,4.63
EV_012881,Madhesh,2026,August,Construction,5,2.85
EV_042427,Madhesh,2023,April,Construction,5,2.96
EV_079663,Madhesh,2023,November,Forest Fire,5,2.23
EV_067609,Madhesh,2026,March,Crop Burning,5,4.56
EV_006583,Madhesh,2020,June,Construction,5,3.2
EV_084340,Madhesh,2025,December,Construction,5,3.87
EV_030246,Madhesh,2020,November,Crop Burning,5,1.01
EV_023871,Madhesh,2024,August,Forest Fire,5,3.64
EV_020010,Madhesh,2021,May,Forest Fire,5,2.12
EV_061616,Madhesh,2022,May,Factory Emission,5,3.77
EV_066556,Madhesh,2026,January,Dust Storm,5,4.73
EV_048894,Madhesh,2020,June,Construction,5,0.42
EV_051545,Madhesh,2019,March,Crop Burning,5,1.65
EV_063232,Madhesh,2020,February,Forest Fire,5,2.93
EV_039107,Madhesh,2025,March,Dust Storm,5,3.9
EV_062986,Madhesh,2022,June,Forest Fire,5,2.48
EV_074617,Madhesh,2020,July,Dust Storm,5,2.33
EV_076768,Madhesh,2023,May,Forest Fire,5,1.99
EV_054653,Madhesh,2020,December,Factory Emission,5,4.4
EV_034324,Madhesh,2026,May,Crop Burning,5,4.51
EV_038921,Madhesh,2019,February,Forest Fire,5,3.03
EV_024357,Madhesh,2021,May,Crop Burning,5,0.36
EV_001013,Madhesh,2026,August,Forest Fire,5,4.61
EV_024462,Madhesh,2026,October,Construction,5,3.96
EV_061791,Madhesh,2023,August,Construction,5,3.03
EV_007466,Madhesh,2019,July,Factory Emission,5,4.88
EV_017775,Madhesh,2019,November,Construction,5,4.54
EV_076693,Madhesh,2024,February,Forest Fire,5,2.88
EV_004419,Madhesh,2022,February,Dust Storm,5,2.03
EV_002270,Madhesh,2023,September,Construction,5,2.41
EV_049126,Madhesh,2021,February,Forest Fire,5,1.38
EV_093030,Madhesh,2022,November,Dust Storm,5,1.99
EV_098579,Madhesh,2022,September,Factory Emission,5,4.12
EV_073318,Madhesh,2022,August,Crop Burning,5,4.24
EV_036879,Madhesh,2021,October,Construction,5,2.81
EV_002251,Madhesh,2026,March,Factory Emission,5,4.08
EV_029902,Madhesh,2025,January,Dust Storm,5,1.51
EV_034532,Madhesh,2025,December,Factory Emission,5,2.18
EV_003477,Madhesh,2022,July,Factory Emission,5,2.99
EV_012524,Madhesh,2025,July,Forest Fire,5,3.26
EV_098993,Madhesh,2025,November,Dust Storm,5,2.82
EV_019240,Madhesh,2023,January,Dust Storm,5,4.1
EV_020302,Madhesh,2022,October,Crop Burning,5,1.83
EV_011674,Madhesh,2025,July,Factory Emission,5,0.93
EV_071617,Madhesh,2019,October,Construction,5,1.16
EV_011518,Madhesh,2025,April,Forest Fire,5,3.41
EV_024163,Madhesh,2023,June,Construction,5,2.4
EV_014112,Madhesh,2025,March,Construction,5,4.95
EV_079711,Madhesh,2021,April,Crop Burning,5,0.41
EV_068530,Madhesh,2020,July,Forest Fire,5,4.88
EV_061980,Madhesh,2023,October,Crop Burning,5,1.62
EV_055860,Madhesh,2021,September,Crop Burning,5,3.67
EV_086010,Madhesh,2021,May,Dust Storm,5,3.22
EV_046212,Madhesh,2025,January,Forest Fire,5,0.76
EV_036670,Madhesh,2022,July,Crop Burning,5,4.94
EV_068915,Madhesh,2020,October,Forest Fire,5,3.32
EV_007992,Madhesh,2026,October,Factory Emission,5,3.05
EV_067592,Madhesh,2024,May,Forest Fire,5,1.68
EV_044309,Madhesh,2020,September,Forest Fire,5,2.22
EV_098737,Madhesh,2025,November,Dust Storm,5,2.78
EV_085126,Madhesh,2021,April,Construction,5,2.98
EV_042407,Madhesh,2023,September,Forest Fire,5,1.4
EV_030568,Madhesh,2024,September,Forest Fire,5,4.62
EV_040858,Madhesh,2024,September,Dust Storm,5,4.34
EV_063313,Madhesh,2026,May,Dust Storm,5,3.27
EV_050886,Madhesh,2023,October,Factory Emission,5,3.61
EV_033460,Madhesh,2025,June,Construction,5,4.41
EV_061044,Madhesh,2025,July,Crop Burning,5,1.63
EV_058913,Madhesh,2020,July,Construction,5,2.88
EV_026723,Madhesh,2020,February,Crop Burning,5,4.46
EV_046680,Madhesh,2023,March,Construction,5,3.28
EV_042489,Madhesh,2019,July,Crop Burning,5,3.41
EV_018607,Madhesh,2019,March,Crop Burning,5,4.57
EV_027411,Madhesh,2019,December,Factory Emission,5,2.14
EV_073772,Madhesh,2023,December,Forest Fire,5,0.71
EV_096499,Madhesh,2025,January,Construction,5,4.73
EV_085920,Madhesh,2020,January,Dust Storm,5,4.95
EV_044793,Madhesh,2023,August,Factory Emission,5,1.78
EV_049962,Madhesh,2024,September,Forest Fire,5,0.28
EV_025977,Madhesh,2019,May,Dust Storm,5,3.26
EV_067823,Madhesh,2026,May,Crop Burning,5,1.04
EV_088546,Madhesh,2026,February,Construction,5,4.99
EV_082499,Madhesh,2021,March,Crop Burning,5,3.41
EV_072768,Madhesh,2020,September,Factory Emission,5,0.64
EV_088182,Madhesh,2025,August,Dust Storm,5,3.15
EV_099991,Madhesh,2019,May,Crop Burning,5,2.39
EV_051234,Madhesh,2025,October,Crop Burning,5,3.38
EV_016089,Madhesh,2019,November,Factory Emission,5,1.61
EV_087725,Madhesh,2024,February,Forest Fire,5,1.29
EV_096278,Madhesh,2024,March,Dust Storm,5,0.35
EV_003277,Madhesh,2026,August,Crop Burning,5,2.26
EV_061479,Madhesh,2022,June,Forest Fire,5,1.8
EV_000007,Bagmati,2023,December,Crop Burning,5,0.41
EV_000012,Bagmati,2022,May,Dust Storm,5,3.89
EV_000013,Bagmati,2025,October,Construction,5,2.03
EV_000016,Bagmati,2025,September,Crop Burning,5,2.4
EV_000018,Bagmati,2022,February,Construction,5,4.82
EV_000019,Bagmati,2021,November,Crop Burning,5,0.92
EV_000024,Bagmati,2021,February,Construction,5,4.12
EV_000030,Bagmati,2022,January,Construction,5,2.58
EV_000031,Bagmati,2024,November,Forest Fire,5,4.52
EV_000034,Bagmati,2024,July,Construction,5,1.14
EV_000035,Bagmati,2021,October,Dust Storm,5,1.1
EV_000039,Bagmati,2022,April,Factory Emission,5,1.72
EV_000043,Bagmati,2020,September,Forest Fire,5,4.19
EV_000044,Bagmati,2025,January,Construction,5,1.5
EV_000049,Bagmati,2022,April,Forest Fire,5,4.12
EV_000050,Bagmati,2021,June,Dust Storm,5,3.46
EV_000051,Bagmati,2019,October,Construction,5,2.05
EV_000069,Bagmati,2023,July,Dust Storm,5,0.66
EV_000076,Bagmati,2020,December,Crop Burning,5,3.91
EV_000085,Bagmati,2026,May,Crop Burning,5,0.73
EV_000087,Bagmati,2020,September,Crop Burning,5,4.93
EV_000089,Bagmati,2023,September,Crop Burning,5,0.96
EV_000095,Bagmati,2020,January,Factory Emission,5,4.72
EV_000097,Bagmati,2024,September,Dust Storm,5,0.76
EV_000100,Bagmati,2023,October,Factory Emission,5,3.94
EV_000106,Bagmati,2022,August,Forest Fire,5,4.86
EV_000109,Bagmati,2025,March,Forest Fire,5,2.26
EV_000111,Bagmati,2026,October,Construction,5,1.03
EV_000112,Bagmati,2024,July,Crop Burning,5,0.82
EV_000119,Bagmati,2022,February,Construction,5,3.2
EV_000121,Bagmati,2025,December,Crop Burning,5,4.65
EV_000136,Bagmati,2019,October,Dust Storm,5,3.82
EV_000142,Bagmati,2022,April,Construction,5,0.68
EV_000145,Bagmati,2019,October,Dust Storm,5,4.04
EV_000150,Bagmati,2019,July,Crop Burning,5,3.56
EV_000152,Bagmati,2019,May,Crop Burning,5,0.49
EV_000156,Bagmati,2026,January,Crop Burning,5,1.35
EV_000163,Bagmati,2023,July,Forest Fire,5,2.24
EV_000168,Bagmati,2022,October,Forest Fire,5,2.31
EV_000176,Bagmati,2022,December,Dust Storm,5,1.09
EV_000179,Bagmati,2021,October,Dust Storm,5,2.49
EV_000181,Bagmati,2024,November,Construction,5,4.74
EV_000198,Bagmati,2023,December,Forest Fire,5,3.07
EV_000203,Bagmati,2023,April,Crop Burning,5,4.61
EV_000204,Bagmati,2019,January,Forest Fire,5,2.94
EV_000206,Bagmati,2019,December,Crop Burning,5,1.42
EV_000213,Bagmati,2022,May,Factory Emission,5,4.2
EV_000214,Bagmati,2025,June,Crop Burning,5,4.12
EV_000215,Bagmati,2020,June,Dust Storm,5,3.66
EV_000219,Bagmati,2020,July,Crop Burning,5,4.76
EV_000222,Bagmati,2025,April,Dust Storm,5,3.48
EV_000224,Bagmati,2026,May,Construction,5,4.08
EV_000225,Bagmati,2019,August,Crop Burning,5,2.06
EV_000229,Bagmati,2025,June,Dust Storm,5,3.83
EV_000230,Bagmati,2025,February,Crop Burning,5,4.78
EV_000231,Bagmati,2024,June,Factory Emission,5,2.52
EV_000235,Bagmati,2019,August,Construction,5,4.99
EV_000239,Bagmati,2025,September,Construction,5,2.96
EV_000252,Bagmati,2023,January,Forest Fire,5,3.78
EV_000254,Bagmati,2021,October,Dust Storm,5,2.87
EV_000259,Bagmati,2025,May,Construction,5,3.04
EV_000278,Bagmati,2023,January,Factory Emission,5,0.21
EV_000280,Bagmati,2023,April,Dust Storm,5,2.33
EV_000284,Bagmati,2022,September,Crop Burning,5,2.97
EV_000285,Bagmati,2022,September,Crop Burning,5,0.49
EV_000287,Bagmati,2023,May,Factory Emission,5,2.93
EV_000290,Bagmati,2023,August,Forest Fire,5,3.4
EV_000293,Bagmati,2022,October,Forest Fire,5,1.15
EV_000306,Bagmati,2023,February,Forest Fire,5,0.77
EV_000308,Bagmati,2026,January,Crop Burning,5,2.98
EV_000316,Bagmati,2026,October,Dust Storm,5,4.95
EV_000317,Bagmati,2019,June,Forest Fire,5,0.97
EV_000326,Bagmati,2025,November,Factory Emission,5,1.67
EV_000335,Bagmati,2023,July,Factory Emission,5,2.41
EV_000336,Bagmati,2023,April,Construction,5,2.69
EV_000337,Bagmati,2024,October,Crop Burning,5,0.11
EV_000341,Bagmati,2026,October,Forest Fire,5,3.27
EV_000346,Bagmati,2025,April,Dust Storm,5,0.21
EV_000351,Bagmati,2020,December,Forest Fire,5,1.46
EV_000352,Bagmati,2020,July,Factory Emission,5,4.88
EV_000357,Bagmati,2024,January,Construction,5,4.89
EV_000358,Bagmati,2023,June,Factory Emission,5,2.15
EV_000371,Bagmati,2023,June,Crop Burning,5,2.59
EV_000373,Bagmati,2024,June,Factory Emission,5,2.92
EV_000376,Bagmati,2024,May,Dust Storm,5,4.48
EV_000377,Bagmati,2021,April,Crop Burning,5,1.92
EV_000378,Bagmati,2025,January,Factory Emission,5,4.5
EV_000380,Bagmati,2024,September,Forest Fire,5,1.45
EV_000382,Bagmati,2021,September,Factory Emission,5,4.13
EV_000384,Bagmati,2025,December,Dust Storm,5,1.69
EV_000388,Bagmati,2019,January,Forest Fire,5,2.32
EV_000409,Bagmati,2022,October,Crop Burning,5,3.73
EV_000413,Bagmati,2024,October,Factory Emission,5,4.0
EV_000418,Bagmati,2025,August,Factory Emission,5,2.06
EV_000423,Bagmati,2019,August,Dust Storm,5,2.55
EV_000436,Bagmati,2019,June,Forest Fire,5,2.21
EV_000444,Bagmati,2024,March,Forest Fire,5,0.95
EV_000445,Bagmati,2023,November,Construction,5,4.01
EV_000453,Bagmati,2022,December,Factory Emission,5,3.26
EV_000456,Bagmati,2019,February,Construction,5,1.97
EV_000466,Bagmati,2019,December,Factory Emission,5,3.13
EV_000471,Bagmati,2020,July,Dust Storm,5,4.43
EV_000474,Bagmati,2024,July,Factory Emission,5,1.57
EV_000479,Bagmati,2025,January,Dust Storm,5,3.57
